d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_zylindrische_Bohrung,Kurzzeichen_Lager_kegelige_Bohrung,d,d2,D1,b,K,r12_min,da_min,da_max,Da_max,ra_max,e,Y1,Y2,Y0,zulässige_Drehbeschleunigungen_bei_Ölschmierung,zulässige_Linearbeschleunigungen_bei_Ölschmierung
500,920,336.0,11183.0,17300.0,1060.0,360,500,985.0,232/500 CA/W33,232/500 CAK/W33,500,633.0,779.0,22.3,12,7.5,532.0,-,888.0,6.0,0.35,1.9,2.9,1.8,-,-
530,650,118.0,2124.0,5300.0,380.0,530,950,86.0,248/530 CAMA/W20,248/530 CAK30MA/W20,530,573.0,612.0,-,7.5,3.0,543.0,-,637.0,2.5,0.15,4.5,6.7,4.5,-,-
530,710,136.0,3308.0,6700.0,465.0,500,900,155.0,239/530 CA/W33,239/530 CAK/W33,530,594.0,661.0,22.3,12,5.0,548.0,-,692.0,4.0,0.17,4.0,5.9,4.0,-,-
530,780,185.0,5267.0,9300.0,610.0,450,800,310.0,230/530 CA/W33,230/530 CAK/W33,530,613.0,710.0,22.3,12,6.0,553.0,-,757.0,5.0,0.22,3.0,4.6,2.8,-,-
530,780,250.0,6973.0,13200.0,830.0,400,670,410.0,240/530 ECA/W33,240/530 ECAK30/W33,530,601.0,687.0,22.3,12,6.0,553.0,-,757.0,5.0,0.28,2.4,3.6,2.5,-,-
530,870,272.0,8526.0,14000.0,880.0,360,670,645.0,231/530 CA/W33,231/530 CAK/W33,530,638.0,763.0,22.3,12,7.5,562.0,-,838.0,6.0,0.3,2.3,3.4,2.2,-,-
530,870,335.0,10909.0,19000.0,1220.0,240,360,830.0,241/530 ECA/W33,241/530 ECAK30/W33,530,623.0,748.0,22.3,12,7.5,562.0,-,838.0,6.0,0.37,1.8,2.7,1.8,-,-
530,980,355.0,13268.0,20400.0,1220.0,320,480,1200.0,232/530 CA/W33,232/530 CAK/W33,530,670.0,836.0,22.3,12,9.5,570.0,-,940.0,8.0,0.35,1.9,2.9,1.8,-,-
560,750,140.0,3571.0,7200.0,500.0,450,850,175.0,239/560 CA/W33,239/560 CAK/W33,560,627.0,697.0,22.3,12,5.0,578.0,-,732.0,4.0,0.16,4.2,6.3,4.0,-,-
560,820,195.0,5779.0,10200.0,670.0,430,750,355.0,230/560 CA/W33,230/560 CAK/W33,560,646.0,746.0,22.3,12,6.0,583.0,-,797.0,5.0,0.22,3.0,4.6,2.8,-,-
560,820,258.0,7530.0,14000.0,980.0,20,50,445.0,240/560 BC,-,560,640.0,739.0,53.2,15,6.0,583.0,-,797.0,5.0,0.3,2.3,3.4,2.2,-,-
560,820,258.0,7621.0,14600.0,980.0,380,630,465.0,240/560 ECA/W33,240/560 ECAK30/W33,560,637.0,728.0,22.3,12,6.0,583.0,-,797.0,5.0,0.28,2.4,3.6,2.5,-,-
560,920,280.0,9596.0,16000.0,980.0,340,630,740.0,231/560 CA/W33,231/560 CAK/W33,560,675.0,809.0,22.3,12,7.5,592.0,-,888.0,6.0,0.3,2.3,3.4,2.2,-,-
560,920,355.0,12366.0,21600.0,1340.0,220,320,985.0,241/560 ECJ/W33,241/560 ECK30J/W33,560,634.0,796.0,22.3,12,7.5,592.0,-,888.0,6.0,0.35,1.9,2.9,1.8,-,-
560,1030,365.0,13940.0,22000.0,1320.0,280,430,1350.0,232/560 CA/W33,232/560 CAK/W33,560,706.0,878.0,22.3,12,9.5,600.0,-,990.0,8.0,0.35,1.9,2.9,1.8,-,-
600,800,150.0,4022.0,8300.0,570.0,430,750,220.0,239/600 CA/W33,239/600 CAK/W33,600,671.0,744.0,22.3,12,5.0,618.0,-,782.0,4.0,0.17,4.0,5.9,4.0,-,-
600,870,200.0,6252.0,11400.0,735.0,400,700,405.0,230/600 CA/W33,230/600 CAK/W33,600,685.0,789.0,22.3,12,6.0,623.0,-,847.0,5.0,0.22,3.0,4.6,2.8,-,-
600,870,272.0,8502.0,16300.0,1100.0,20,45,519.0,240/600 BC,-,600,682.0,784.0,46.1,15,6.0,623.0,-,847.0,5.0,0.3,2.3,3.4,2.2,-,-
600,870,272.0,8580.0,17000.0,1080.0,340,560,520.0,240/600 ECA/W33,240/600 ECAK30/W33,600,675.0,774.0,22.3,12,6.0,623.0,-,847.0,5.0,0.3,2.3,3.4,2.2,-,-
600,980,300.0,10738.0,18000.0,1100.0,320,560,895.0,231/600 CA/W33,231/600 CAK/W33,600,722.0,863.0,22.3,12,7.5,632.0,-,948.0,6.0,0.3,2.3,3.4,2.2,-,-
600,980,375.0,13522.0,23600.0,1460.0,200,300,1200.0,241/600 ECA/W33,241/600 ECAK30/W33,600,702.0,845.0,22.3,12,7.5,632.0,-,948.0,6.0,0.37,1.8,2.7,1.8,-,-
600,1090,388.0,15652.0,25500.0,1460.0,260,400,1600.0,232/600 CA/W33,232/600 CAK/W33,600,754.0,929.0,22.3,12,9.5,640.0,-,1050.0,8.0,0.35,1.9,2.9,1.8,-,-
630,780,112.0,2545.0,6100.0,415.0,430,750,120.0,238/630 CAMA/W20,-,630,682.0,738.0,-,9,4.0,645.0,-,765.0,3.0,0.12,5.6,8.4,5.6,-,-
630,850,165.0,4744.0,9800.0,630.0,400,700,280.0,239/630 CA/W33,239/630 CAK/W33,630,708.0,787.0,22.3,12,6.0,653.0,-,827.0,5.0,0.17,4.0,5.9,4.0,-,-
630,920,212.0,6898.0,12500.0,780.0,380,670,485.0,230/630 CA/W33,230/630 CAK/W33,630,727.0,839.0,22.3,12,7.5,658.0,-,892.0,6.0,0.21,3.2,4.8,3.2,-,-
630,920,290.0,9150.0,18000.0,1120.0,320,530,645.0,240/630 ECJ/W33,240/630 ECK30J/W33,630,697.0,823.0,22.3,12,7.5,658.0,-,892.0,6.0,0.28,2.4,3.6,2.5,-,-
630,920,290.0,9307.0,17600.0,1180.0,20,45,623.0,240/630 BC,-,630,718.0,828.0,56.5,15,7.5,658.0,-,892.0,6.0,0.3,2.3,3.4,2.2,-,-
630,1030,315.0,12600.0,20800.0,1220.0,260,530,1050.0,231/630 CA/W33,231/630 CAK/W33,630,755.0,918.0,22.3,12,7.5,662.0,-,998.0,6.0,0.3,2.3,3.4,2.2,-,-
630,1030,400.0,15001.0,27000.0,1630.0,190,280,1400.0,241/630 ECA/W33,241/630 ECAK30/W33,630,738.0,885.0,22.3,12,7.5,662.0,-,998.0,6.0,0.37,1.8,2.7,1.8,-,-
670,820,112.0,2643.0,6400.0,430.0,400,700,130.0,238/670 CAMA/W20,-,670,724.0,778.0,-,9,4.0,685.0,-,805.0,3.0,0.11,6.1,9.1,6.3,-,-
670,820,150.0,3598.0,9500.0,655.0,400,700,172.0,248/670 CAMA/W20,-,670,726.0,772.0,-,9,4.0,685.0,-,805.0,3.0,0.16,4.2,6.3,4.0,-,-
670,900,170.0,5146.0,10800.0,680.0,360,670,315.0,239/670 CA/W33,239/670 CAK/W33,670,752.0,835.0,22.3,12,6.0,693.0,-,877.0,5.0,0.17,4.0,5.9,4.0,-,-
670,980,230.0,7919.0,14600.0,880.0,340,600,600.0,230/670 CA/W33,230/670 CAK/W33,670,772.0,892.0,22.3,12,7.5,698.0,-,952.0,6.0,0.21,3.2,4.8,3.2,-,-
670,980,308.0,10435.0,20400.0,1290.0,300,500,790.0,240/670 ECA/W33,240/670 ECAK30/W33,670,758.0,866.0,22.3,12,7.5,698.0,-,952.0,6.0,0.28,2.4,3.6,2.5,-,-
670,1090,336.0,13101.0,22400.0,1320.0,240,500,1250.0,231/670 CA/W33,231/670 CAK/W33,670,804.0,959.0,22.3,12,7.5,702.0,-,1058.0,6.0,0.3,2.3,3.4,2.2,-,-
670,1090,412.0,16381.0,29000.0,1760.0,180,260,1600.0,241/670 ECA/W33,241/670 ECAK30/W33,670,782.0,942.0,22.3,12,7.5,702.0,-,1058.0,6.0,0.37,1.8,2.7,1.8,-,-
670,1220,438.0,18650.0,30500.0,1700.0,220,360,2270.0,232/670 CA/W33,232/670 CAK/W33,670,832.0,1028.0,22.3,12,12.0,718.0,-,1172.0,10.0,0.35,1.9,2.9,1.8,-,-
710,870,118.0,3013.0,7500.0,500.0,360,670,153.0,238/710 CAMA/W20,-,710,766.0,826.0,-,12,4.0,725.0,-,855.0,3.0,0.11,6.1,9.1,6.3,-,-
710,950,180.0,5702.0,12000.0,750.0,340,600,365.0,239/710 CA/W33,239/710 CAK/W33,710,794.0,882.0,22.3,12,6.0,733.0,-,927.0,5.0,0.17,4.0,5.9,4.0,-,-
710,950,243.0,6860.0,15600.0,930.0,300,500,495.0,249/710 CA/W33,249/710 CAK30/W33,710,792.0,868.0,22.3,12,6.0,733.0,-,927.0,5.0,0.22,3.0,4.6,2.8,-,-
710,1030,236.0,8669.0,16300.0,965.0,300,560,670.0,230/710 CA/W33,230/710 CAK/W33,710,816.0,941.0,22.3,12,7.5,738.0,-,1002.0,6.0,0.21,3.2,4.8,3.2,-,-
710,1030,315.0,11164.0,22800.0,1430.0,260,450,895.0,240/710 ECA/W33,240/710 ECAK30/W33,710,809.0,918.0,22.3,12,7.5,738.0,-,1002.0,6.0,0.27,2.5,3.7,2.5,-,-
710,1030,315.0,11166.0,22000.0,1430.0,20,40,843.0,240/710 BC,-,710,810.0,931.0,61.8,15,7.5,738.0,-,1002.0,6.0,0.3,2.3,3.4,2.2,-,-
710,1150,345.0,14732.0,26000.0,1530.0,240,450,1450.0,231/710 CA/W33,231/710 CAK/W33,710,851.0,1017.0,22.3,12,9.5,750.0,-,1110.0,8.0,0.28,2.4,3.6,2.5,-,-
710,1150,438.0,17935.0,32500.0,1900.0,160,240,1900.0,241/710 ECA/W33,241/710 ECAK30/W33,710,826.0,989.0,22.3,12,9.5,750.0,-,1110.0,8.0,0.37,1.8,2.7,1.8,-,-
710,1280,450.0,21208.0,34500.0,2000.0,200,320,2610.0,232/710 CA/W33,232/710 CAK/W33,710,875.0,1097.0,22.3,12,12.0,758.0,-,1232.0,10.0,0.35,1.9,2.9,1.8,-,-
750,920,128.0,3405.0,8500.0,550.0,340,600,185.0,238/750 CAMA/W20,-,750,812.0,873.0,-,12,5.0,768.0,-,902.0,4.0,0.11,6.1,9.1,6.3,-,-
750,1000,185.0,6138.0,13200.0,800.0,320,560,420.0,239/750 CA/W33,239/750 CAK/W33,750,838.0,930.0,22.3,12,6.0,773.0,-,977.0,5.0,0.16,4.2,6.3,4.0,-,-
750,1000,250.0,7699.0,18000.0,1100.0,280,480,560.0,249/750 CA/W33,249/750 CAK30/W33,750,830.0,916.0,22.3,12,6.0,773.0,-,977.0,5.0,0.22,3.0,4.6,2.8,-,-
750,1090,250.0,10061.0,18600.0,1100.0,280,530,795.0,230/750 CA/W33,230/750 CAK/W33,750,859.0,998.0,22.3,12,7.5,778.0,-,1062.0,6.0,0.21,3.2,4.8,3.2,-,-
750,1090,335.0,12235.0,25000.0,1460.0,240,430,1070.0,240/750 ECA/W33,240/750 ECAK30/W33,750,855.0,970.0,22.3,12,7.5,778.0,-,1062.0,6.0,0.28,2.4,3.6,2.5,-,-
750,1090,335.0,12309.0,24500.0,1530.0,20,40,1010.0,240/750 BC,-,750,856.0,984.0,72.8,15,7.5,778.0,-,1062.0,6.0,0.3,2.3,3.4,2.2,-,-
750,1220,365.0,16518.0,29000.0,1700.0,220,430,1700.0,231/750 CA/W33,231/750 CAK/W33,750,900.0,1080.0,22.3,12,9.5,790.0,-,1180.0,8.0,0.28,2.4,3.6,2.5,-,-
750,1220,475.0,20434.0,37500.0,2160.0,150,220,2100.0,241/750 ECA/W33,241/750 ECAK30/W33,750,875.0,1050.0,22.3,12,9.5,790.0,-,1180.0,8.0,0.37,1.8,2.7,1.8,-,-
800,980,180.0,4780.0,12900.0,830.0,320,560,300.0,248/800 CAMA/W20,248/800 CAK30MA/W20,800,865.0,921.0,-,12,5.0,818.0,-,962.0,4.0,0.15,4.5,6.7,4.5,-,-
800,1060,195.0,6595.0,14300.0,865.0,280,530,470.0,239/800 CA/W33,239/800 CAK/W33,800,891.0,986.0,22.3,12,6.0,823.0,-,1037.0,5.0,0.16,4.2,6.3,4.0,-,-
800,1060,258.0,8136.0,19300.0,1060.0,240,430,640.0,249/800 CA/W33,249/800 CAK30/W33,800,887.0,973.0,22.3,12,6.0,823.0,-,1037.0,5.0,0.21,3.2,4.8,3.2,-,-
800,1150,258.0,10335.0,20000.0,1160.0,260,480,895.0,230/800 CA/W33,230/800 CAK/W33,800,917.0,1053.0,22.3,12,7.5,828.0,-,1122.0,6.0,0.2,3.4,5.0,3.2,-,-
800,1150,345.0,13431.0,28500.0,1660.0,220,400,1200.0,240/800 ECA/W33,240/800 ECAK30/W33,800,910.0,1028.0,22.3,12,7.5,828.0,-,1122.0,6.0,0.27,2.5,3.7,2.5,-,-
800,1150,345.0,13447.0,27500.0,1700.0,20,40,1140.0,240/800 BC,-,800,911.0,1042.0,66.4,15,7.5,828.0,-,1122.0,6.0,0.28,2.4,3.6,2.5,-,-
800,1280,375.0,18033.0,31500.0,1800.0,200,400,1920.0,231/800 CA/W33,231/800 CAK/W33,800,949.0,1141.0,22.3,12,9.5,840.0,-,1240.0,8.0,0.28,2.4,3.6,2.5,-,-
800,1280,475.0,21587.0,40500.0,2320.0,140,200,2300.0,241/800 ECA/W33,241/800 ECAK30/W33,800,930.0,1111.0,22.3,12,9.5,840.0,-,1240.0,8.0,0.35,1.9,2.9,1.8,-,-
800,1420,488.0,24973.0,43000.0,2360.0,180,280,3280.0,232/800 CAF/W33,232/800 CAKF/W33,800,995.0,1218.0,22.3,12,15.0,858.0,-,1362.0,12.0,0.33,2.0,3.0,2.0,-,-
850,1030,136.0,3882.0,10000.0,630.0,260,530,240.0,238/850 CAMA/W20,238/850 CAKMA/W20,850,912.0,981.0,-,12,5.0,868.0,-,1012.0,4.0,0.11,6.1,9.1,6.3,-,-
850,1120,200.0,7072.0,15600.0,930.0,260,480,560.0,239/850 CA/W33,239/850 CAK/W33,850,946.0,1046.0,22.3,12,6.0,873.0,-,1097.0,5.0,0.16,4.2,6.3,4.0,-,-
850,1120,272.0,9390.0,22800.0,1370.0,220,400,740.0,249/850 CA/W33,249/850 CAK30/W33,850,940.0,1029.0,22.3,12,6.0,873.0,-,1097.0,5.0,0.22,3.0,4.6,2.8,-,-
850,1220,272.0,11291.0,21600.0,1250.0,240,450,1050.0,230/850 CA/W33,230/850 CAK/W33,850,972.0,1117.0,22.3,12,7.5,878.0,-,1192.0,6.0,0.2,3.4,5.0,3.2,-,-
850,1220,365.0,15078.0,31000.0,1900.0,20,40,1360.0,240/850 BC,-,850,966.0,1105.0,67.9,15,7.5,878.0,-,1192.0,6.0,0.28,2.4,3.6,2.5,-,-
850,1220,365.0,15183.0,31500.0,1900.0,200,360,1410.0,240/850 ECA/W33,240/850 ECAK30/W33,850,957.0,1088.0,22.3,12,7.5,878.0,-,1192.0,6.0,0.27,2.5,3.7,2.5,-,-
850,1360,500.0,23827.0,45000.0,2500.0,130,190,2770.0,241/850 ECAF/W33,241/850 ECAK30F/W33,850,988.0,1182.0,22.3,12,12.0,898.0,-,1312.0,10.0,0.35,1.9,2.9,1.8,-,-
850,1500,515.0,27636.0,48000.0,2600.0,160,260,3940.0,232/850 CAF/W33,-,850,1049.0,1284.0,22.3,12,15.0,908.0,-,1442.0,12.0,0.33,2.0,3.0,2.0,-,-
900,1090,190.0,5428.0,15300.0,950.0,240,480,370.0,248/900 CAMA/W20,248/900 CAK30MA/W20,900,969.0,1029.0,-,12,5.0,918.0,-,1072.0,4.0,0.14,4.8,7.2,4.5,-,-
900,1180,206.0,7652.0,17000.0,1000.0,240,450,605.0,239/900 CA/W33,239/900 CAK/W33,900,996.0,1101.0,22.3,12,6.0,923.0,-,1157.0,5.0,0.15,4.5,6.7,4.5,-,-
900,1280,280.0,12002.0,23200.0,1320.0,220,400,1200.0,230/900 CA/W33,230/900 CAK/W33,900,1025.0,1176.0,22.3,12,7.5,928.0,-,1252.0,6.0,0.2,3.4,5.0,3.2,-,-
900,1280,375.0,16185.0,34500.0,2040.0,190,340,1570.0,240/900 ECA/W33,240/900 ECAK30/W33,900,1015.0,1149.0,22.3,12,7.5,928.0,-,1252.0,6.0,0.26,2.6,3.9,2.5,-,-
900,1280,375.0,16215.0,34000.0,2040.0,20,40,1520.0,240/900 BC,,900,1024.0,1164.0,69.1,15,7.5,928.0,-,1252.0,6.0,0.27,2.5,3.7,2.5,-,-
900,1420,515.0,25310.0,49000.0,2700.0,120,180,3350.0,241/900 ECAF/W33,241/900 ECAK30F/W33,900,1043.0,1235.0,22.3,12,12.0,948.0,-,1372.0,10.0,0.35,1.9,2.9,1.8,-,-
950,1250,224.0,8606.0,19600.0,1120.0,220,430,755.0,239/950 CA/W33,239/950 CAK/W33,950,1056.0,1164.0,22.3,12,7.5,978.0,-,1222.0,6.0,0.15,4.5,6.7,4.5,-,-
950,1250,300.0,10701.0,26000.0,1500.0,180,340,1020.0,249/950 CA/W33,249/950 CAK30/W33,950,1051.0,1150.0,22.3,12,7.5,978.0,-,1222.0,6.0,0.21,3.2,4.8,3.2,-,-
950,1360,300.0,14363.0,28500.0,1600.0,200,380,1450.0,230/950 CA/W33,230/950 CAK/W33,950,1086.0,1246.0,22.3,12,7.5,978.0,-,1332.0,6.0,0.2,3.4,5.0,3.2,-,-
950,1360,412.0,17847.0,39000.0,2240.0,170,300,1990.0,240/950 CAF/W33,240/950 CAK30F/W33,950,1077.0,1214.0,22.3,12,7.5,978.0,-,1332.0,6.0,0.27,2.5,3.7,2.5,-,-
950,1360,412.0,18228.0,38000.0,2240.0,20,35,1880.0,240/950 BC,-,950,1076.0,1230.0,85.9,15,7.5,978.0,-,1332.0,6.0,0.3,2.3,3.4,2.2,-,-
950,1500,545.0,27892.0,55000.0,3000.0,110,160,3540.0,241/950 ECAF/W33,241/950 ECAK30F/W33,950,1102.0,1305.0,22.3,12,12.0,998.0,-,1452.0,10.0,0.35,1.9,2.9,1.8,-,-
1000,1220,165.0,5405.0,14300.0,850.0,220,400,410.0,238/1000 CAMA/W20,238/1000 CAKMA/W20,1000,1079.0,1161.0,-,12,6.0,1023.0,-,1197.0,5.0,0.12,5.6,8.4,5.6,-,-
1000,1320,315.0,11939.0,29000.0,1460.0,170,320,1200.0,249/1000 CA/W33,249/1000 CAK30/W33,1000,1109.0,1212.0,22.3,12,7.5,1028.0,-,1292.0,6.0,0.21,3.2,4.8,3.2,-,-
1000,1420,412.0,18592.0,40500.0,2240.0,160,280,2140.0,240/1000 CAF/W33,240/1000 CAK30F/W33,1000,1136.0,1278.0,22.3,12,7.5,1028.0,-,1392.0,6.0,0.26,2.6,3.9,2.5,-,-
1000,1580,462.0,25650.0,48000.0,2550.0,140,280,3500.0,231/1000 CAF/W33,231/1000 CAKF/W33,1000,1185.0,1403.0,22.3,12,12.0,1048.0,-,1532.0,10.0,0.28,2.4,3.6,2.5,-,-
1000,1580,580.0,31174.0,62000.0,3350.0,100,150,4300.0,241/1000 ECAF/W33,241/1000 ECAK30F/W33,1000,1159.0,1373.0,22.3,12,12.0,1048.0,-,1532.0,10.0,0.35,1.9,2.9,1.8,-,-
1060,1280,165.0,5555.0,15000.0,865.0,200,380,435.0,238/1060 CAMA/W20,-,1060,1137.0,1219.0,-,12,6.0,1083.0,-,1257.0,5.0,0.11,6.1,9.1,6.3,-,-
1060,1400,250.0,11333.0,26000.0,1430.0,180,360,1100.0,239/1060 CAF/W33,239/1060 CAKF/W33,1060,1171.0,1305.0,22.3,12,7.5,1088.0,-,1372.0,6.0,0.16,4.2,6.3,4.0,-,-
1060,1400,335.0,13354.0,32500.0,1800.0,160,280,1400.0,249/1060 CAF/W33,249/1060 CAK30F/W33,1060,1168.0,1286.0,22.3,12,7.5,1088.0,-,1372.0,6.0,0.21,3.2,4.8,3.2,-,-
1060,1500,438.0,20724.0,45500.0,2450.0,150,260,2520.0,240/1060 CAF/W33,240/1060 CAK30F/W33,1060,1199.0,1349.0,22.3,12,9.5,1094.0,-,1466.0,8.0,0.26,2.6,3.9,2.5,-,-
1120,1460,335.0,13718.0,34500.0,1830.0,140,260,1500.0,249/1120 CAF/W33,249/1120 CAK30F/W33,1120,1231.0,1350.0,22.3,12,7.5,1148.0,-,1432.0,6.0,0.2,3.4,5.0,3.2,-,-
1120,1580,462.0,22364.0,50000.0,2700.0,130,240,2930.0,240/1120 CAF/W33,240/1120 CAK30F/W33,1120,1268.0,1423.0,22.3,12,9.5,1154.0,-,1546.0,8.0,0.26,2.6,3.9,2.5,-,-
1120,1580,462.0,22936.0,49000.0,2750.0,20,35,2770.0,240/1120 BC,-,1120,1259.0,1436.0,104,15,9.5,1154.0,-,1546.0,8.0,0.28,2.4,3.6,2.5,-,-
1180,1420,180.0,6778.0,18600.0,1080.0,170,320,575.0,238/1180 CAFA/W20,238/1180 CAKFA/W20,1180,1264.0,1355.0,-,12,6.0,1203.0,-,1397.0,5.0,0.11,6.1,9.1,6.3,-,-
1180,1540,272.0,13076.0,31000.0,1660.0,150,300,1400.0,239/1180 CAF/W33,239/1180 CAKF/W33,1180,1305.0,1439.0,22.3,12,7.5,1208.0,-,1512.0,6.0,0.16,4.2,6.3,4.0,-,-
1180,1540,355.0,15751.0,40500.0,2160.0,130,240,1800.0,249/1180 CAF/W33,249/1180 CAK30F/W33,1180,1297.0,1422.0,22.3,12,7.5,1208.0,-,1512.0,6.0,0.2,3.4,5.0,3.2,-,-
1180,1660,475.0,25471.0,58500.0,3050.0,130,220,3320.0,240/1180 CAF/W33,240/1180 CAK30F/W33,1180,1325.0,1507.0,22.3,12,9.5,1200.0,-,1626.0,8.0,0.26,2.6,3.9,2.5,-,-
1250,1750,375.0,21256.0,45000.0,2320.0,130,240,2840.0,230/1250 CAF/W33,230/1250 CAKF/W33,1250,1415.0,1611.0,22.3,12,9.5,1284.0,-,1716.0,8.0,0.19,3.6,5.3,3.6,-,-
1320,1720,400.0,18714.0,49000.0,2500.0,110,200,2500.0,249/1320 CAF/W33,249/1320 CAK30F/W33,1320,1449.0,1589.0,22.3,12,7.5,1348.0,-,1692.0,6.0,0.21,3.2,4.8,3.2,-,-
1500,1820,315.0,14684.0,45000.0,2400.0,110,220,1710.0,248/1500 CAFA/W20,248/1500 CAK30FA/W20,1500,1612.0,1719.0,-,12,7.5,1528.0,-,1792.0,6.0,0.15,4.5,6.7,4.5,-,-
1800,2180,375.0,20274.0,63000.0,3050.0,75,140,2900.0,248/1800 CAFA/W20,248/1800 CAK30FA/W20,1800,1932.0,2060.0,-,12,9.5,1834.0,-,2146.0,8.0,0.15,4.5,6.7,4.5,-,-
