ID,Unnamed: 0,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_mit_Standardkäfig,Kurzzeichen_Lager_Alternative_Standardkäfige,d.1,d1,D1,FE,r12_min,r34_min,s_max,da_min,da_max,db_min_Da_min,Da_max,ra_max,rb_max,kr,Kurzzeichen_Winkelring,Gewicht_kg.1,B1,B2
916,125,50,130,31,130.0,127.0,16.6,6000.0,7000,2.05, NJ 410,-,50,78.8,101.6,70.8,2.1,2.1,2.6,64.0,68,81.0,116.0,2.0,-,0.15,HJ 410,0.15,9,14.5
917,126,55,90,18,57.2,69.5,8.3,8500.0,8500,0.39, NU 1011 ECP,ML,55,-,79,64.5,1.1,1.0,0.5,59.7,63,66.0,83.0,1.0,1,0.1,-,-,-,-
918,127,55,90,18,57.2,69.5,8.3,8500.0,8500,0.42,NJ 1011 ECP,ML,55,68,79,64.5,1.1,1.0,0.5,60.0,63,70.0,83.0,2.0,-,0.1,-,-,-,-
919,128,55,100,21,96.5,95.0,12.2,7500.0,8000,0.65, N 211 ECP,-,55,70.8,-,90.0,1.5,1.1,1,63.0,88,92.0,93.0,1.5,1,0.12,-,-,-,-
920,129,55,100,21,96.5,95.0,12.2,7500.0,8000,0.66, NU 211 ECP,J; M;  ML,55,-,85.6,66.0,1.5,1.1,1,62.0,64,68.0,91.4,1.5,1,0.15,HJ 211 EC,0.083,6,9.5
921,130,55,100,21,96.5,95.0,12.2,7500.0,8000,0.67, NJ 211 ECP,J; M;  ML,55,70.8,85.6,66.0,1.5,1.1,1,63.0,64,73.0,91.4,1.5,-,0.15,HJ 211 EC,0.083,6,9.5
922,131,55,100,21,96.5,95.0,12.2,7500.0,8000,0.68, NUP 211 ECP,J; M;  ML,55,70.8,85.6,66.0,1.5,1.1,-,63.0,-,73.0,91.4,1.5,-,0.15,-,-,-,-
923,132,55,100,25,114.0,118.0,15.3,7500.0,8000,0.79, NU 2211 ECP,J; M;  ML;  PH,55,-,85.6,66.0,1.5,1.1,1.5,62.0,64,68.0,91.4,1.5,1,0.2,HJ 2211 EC,0.085,6,10
924,133,55,100,25,114.0,118.0,15.3,7500.0,8000,0.81, NJ 2211 ECP,J; M;  ML;  PH,55,70.8,85.6,66.0,1.5,1.1,1.5,63.0,64,73.0,91.4,1.0,-,0.2,HJ 2211 EC,0.085,6,10
925,134,55,100,25,114.0,118.0,15.3,7500.0,8000,0.82, NUP 2211 ECP,J; M;  ML;  PH,55,70.8,85.6,66.0,1.5,1.1,-,63.0,-,73.0,91.4,1.5,-,0.2,-,-,-,-
926,135,55,120,29,156.0,143.0,18.6,6000.0,7000,1.45, N 311 ECP,M,55,77.5,-,106.5,2.0,2.0,2,65.0,104,109.0,111.0,2.0,2,0.12,-,-,-,-
927,136,55,120,29,156.0,143.0,18.6,6000.0,7000,1.45, NU 311 ECP,J; M;  ML,55,-,100.3,70.5,2.0,2.0,2,65.0,68,73.0,109.2,2.0,2,0.15,HJ 311 EC,0.19,9,14
928,137,55,120,29,156.0,143.0,18.6,6000.0,7000,1.5, NJ 311 ECP,J; M;  ML,55,77.5,100.3,70.5,2.0,2.0,2,65.0,68,80.0,109.2,2.0,-,0.15,HJ 311 EC,0.19,9,14
929,138,55,120,29,156.0,143.0,18.6,6000.0,7000,1.5, NUP 311 ECP,J; M;  ML,55,77.5,100.3,70.5,2.0,2.0,-,65.0,-,80.0,109.2,2.0,-,0.15,-,-,-,-
930,139,55,120,43,232.0,232.0,30.5,6000.0,7000,2.25, NJ 2311 ECP,ML;  PH,55,77.5,100.3,70.5,2.0,2.0,3.5,65.0,68,80.0,109.2,2.0,-,0.25,HJ 2311 EC,0.19,9,15.5
931,140,55,120,43,232.0,232.0,30.5,6000.0,7000,2.25, NU 2311 ECP,ML;  PH,55,-,100.3,70.5,2.0,2.0,3.5,65.0,68,73.0,109.2,2.0,2,0.25,HJ 2311 EC,0.19,9,15.5
932,141,55,120,43,232.0,232.0,30.5,6000.0,7000,2.3, NUP 2311 ECP,ML;  PH,55,77.5,100.3,70.5,2.0,2.0,-,65.0,-,80.0,109.2,2.0,-,0.25,-,-,-,-
933,142,55,140,33,142.0,140.0,18.6,5600.0,6300,2.5, NU 411,-,55,-,109.45,77.2,2.1,2.1,2.6,69.0,74,79.0,126.0,2.0,2,0.15,-,-,-,-
934,143,55,140,33,142.0,140.0,18.6,5600.0,6300,2.55,NJ 411,-,55,85.2,109.45,77.2,2.1,2.1,2.6,69.0,74,88.0,126.0,2.0,-,0.15,-,-,-,-
935,144,60,95,18,37.4,44.0,5.3,8000.0,13000,0.5, NU 1012 ML, -,60,-,81.8,69.5,1.1,1.0,2.9,64.6,68,71.0,88.0,1.0,1,0.15,-,-,-,-
936,145,60,110,22,108.0,102.0,13.4,6700.0,7500,0.79, N 212 ECP,M,60,77.5,-,100.0,1.5,1.5,1.4,68.0,98,102.0,103.0,1.5,1.5,0.12,-,-,-,-
937,146,60,110,22,108.0,102.0,13.4,6700.0,7500,0.8, NU 212 ECP,J; M;  ML,60,-,95,72.0,1.5,1.5,1.4,68.0,70,74.0,101.0,1.5,1.5,0.15,HJ 212 EC,0.1,6,10
938,147,60,110,22,108.0,102.0,13.4,6700.0,7500,0.82, NJ 212 ECP,J; M;  ML,60,77.5,95,72.0,1.5,1.5,1.4,68.0,70,80.0,101.0,1.5,-,0.15,HJ 212 EC,0.1,6,10
939,148,60,110,22,108.0,102.0,13.4,6700.0,7500,0.86, NUP 212 ECP,J; M;  ML,60,77.5,95,72.0,1.5,1.5,-,68.0,-,80.0,101.0,1.5,-,0.15,-,-,-,-
940,149,60,110,28,146.0,153.0,20.0,6700.0,7500,1.05, NU 2212 ECP,J; M;  ML;  PH,60,-,95,72.0,1.5,1.5,1.4,68.0,70,74.0,101.0,1.5,1.5,0.2,HJ 212 EC,0.1,6,10
941,150,60,110,28,146.0,153.0,20.0,6700.0,7500,1.1, NJ 2212 ECP,J; M;  ML;  PH,60,77.5,95,72.0,1.5,1.5,1.4,68.0,70,80.0,101.0,1.5,-,0.2,HJ 212 EC,0.1,6,10
942,151,60,110,28,146.0,153.0,20.0,6700.0,7500,1.1, NUP 2212 ECP,J; M;  ML;  PH,60,77.5,95,72.0,1.5,1.5,-,68.0,-,80.0,101.0,1.5,-,0.2,-,-,-,-
943,152,60,130,31,173.0,160.0,21.2,5600.0,6700,1.75, N 312 ECP,J; M,60,84.3,-,115.0,2.1,2.1,2.1,72.0,113,118.0,119.0,2.0,2,0.12,-,-,-,-
944,153,60,130,31,173.0,160.0,21.2,5600.0,6700,1.75, NU 312 ECP,J; M;  ML;  PH,60,-,108.5,77.0,2.1,2.1,2.1,72.0,74,79.0,118.1,2.0,2,0.15,HJ 312 EC,0.23,9,14.5
945,154,60,130,31,173.0,160.0,21.2,5600.0,6700,1.85, NJ 312 ECP,J; M;  ML;  PH,60,84.3,108.5,77.0,2.1,2.1,2.1,72.0,74,87.0,118.1,2.0,-,0.15,HJ 312 EC,0.23,9,14.5
946,155,60,130,31,173.0,160.0,21.2,5600.0,6700,1.9, NUP 312 ECP,J; M;  ML;  PH,60,84.3,108.5,77.0,2.1,2.1,-,72.0,-,87.0,118.1,2.0,-,0.15,-,-,-,-
947,156,60,130,46,260.0,265.0,34.5,5600.0,6700,2.75, NU 2312 ECP,M;  ML;  PH,60,-,108.5,77.0,2.1,2.1,3.6,72.0,74,79.0,118.1,2.0,2,0.25,HJ 2312 EC,0.24,9,16
948,157,60,130,46,260.0,265.0,34.5,5600.0,6700,2.8, NJ 2312 ECP,M;  ML;  PH,60,84.3,108.5,77.0,2.1,2.1,3.6,72.0,74,87.0,118.1,2.0,-,0.25,HJ 2312 EC,0.24,9,16
949,158,60,130,46,260.0,265.0,34.5,5600.0,6700,2.85, NUP 2312 ECP,M;  ML;  PH,60,84.3,108.5,77.0,2.1,2.1,-,72.0,-,87.0,118.1,2.0,-,0.25,-,-,-,-
950,159,60,150,35,168.0,173.0,22.0,5000.0,6000,3.0, NU 412,-,60,-,118.5,83.0,2.1,2.1,2.5,74.0,80,85.0,136.0,2.0,2,0.15,-,-,-,-
951,160,60,150,35,168.0,173.0,22.0,5000.0,6000,3.05, NJ 412,-,60,91.8,118.5,83.0,2.1,2.1,2.5,74.0,80,94.0,136.0,2.0,-,0.15,-,-,-,-
952,161,65,100,18,38.0,46.5,5.5,7500.0,12000,0.51, NU 1013 ML; -,65,-,86.6,74.5,1.1,1.0,2.9,69.6,72.0,76.0,94.0,1.0,1,0.15,-,-,-,-,
953,162,65,100,18,62.7,81.5,9.8,7500.0,7500,0.45, NU 1013 ECP,PH,65,-,88.5,74.0,1.1,1.0,1,69.6,72,76.0,94.0,1.0,1,0.1,-,-,-,-
954,163,65,120,23,122.0,118.0,15.6,6300.0,6700,1.0, NU 213 ECP,J; M;  ML;  PH,65,-,103.2,78.5,1.5,1.5,1.4,74.0,76,81.0,110.6,1.5,1.5,0.15,HJ 213 EC,0.12,6,10
955,164,65,120,23,122.0,118.0,15.6,6300.0,6700,1.05, N 213 ECP,-,65,84.4,-,108.5,1.5,1.5,1.4,74.0,106,111.0,112.0,1.5,1.5,0.12,-,-,-,-
956,165,65,120,23,122.0,118.0,15.6,6300.0,6700,1.05, NJ 213 ECP,J; M;  ML;  PH,65,84.4,103.2,78.5,1.5,1.5,1.4,74.0,76,87.0,110.6,1.5,-,0.15,HJ 213 EC,0.12,6,10
957,166,65,120,23,122.0,118.0,15.6,6300.0,6700,1.05, NUP 213 ECP,J; M;  ML;  PH,65,84.4,103.2,78.5,1.5,1.5,-,76.0,-,87.0,110.6,1.5,-,0.15,-,-,-,-
958,167,65,120,31,170.0,180.0,24.0,6300.0,6700,1.4, NU 2213 ECP,J; ML;  PH,65,-,103.2,78.5,1.5,1.5,1.9,74.0,76,81.0,110.6,1.5,1.5,0.2,HJ 2213 EC,0.12,6,10.5
959,168,65,120,31,170.0,180.0,24.0,6300.0,6700,1.45, NJ 2213 ECP,J; ML;  PH,65,84.4,103.2,78.5,1.5,1.5,1.9,74.0,76,87.0,110.6,1.5,-,0.2,HJ 2213 EC,0.12,6,10.5
960,169,65,120,31,170.0,180.0,24.0,6300.0,6700,1.45, NUP 2213 ECP,J; ML;  PH,65,84.4,103.2,78.5,1.5,1.5,-,74.0,-,87.0,110.6,1.5,-,0.2,-,-,-,-
961,170,65,140,33,212.0,196.0,25.5,5300.0,6000,2.2, N 313 ECP,M,65,90.5,-,124.5,2.1,2.1,2.2,77.0,122,127.0,129.0,2.0,2,0.12,-,-,-,-
962,171,65,140,33,212.0,196.0,25.5,5300.0,6000,2.2, NU 313 ECP,J; M;  ML;  PH,65,-,117.4,82.5,2.1,2.1,2.2,77.0,80,85.0,127.8,2.0,2,0.15,HJ 313 EC,0.27,10,15.5
963,172,65,140,33,212.0,196.0,25.5,5300.0,6000,2.3, NJ 313 ECP,J; M;  ML;  PH,65,90.5,117.4,82.5,2.1,2.1,2.2,77.0,80,93.0,127.8,2.0,-,0.15,HJ 313 EC,0.27,10,15.5
964,173,65,140,33,212.0,196.0,25.5,5300.0,6000,2.35, NUP 313 ECP,J; M;  ML;  PH,65,90.5,117.4,82.5,2.1,2.1,-,77.0,-,93.0,127.8,2.0,-,0.15,-,-,-,-
965,174,65,140,48,285.0,290.0,38.0,5300.0,6000,3.2, NU 2313 ECP,ML;  PH,65,-,117.4,82.5,2.1,2.1,4.7,77.0,80,85.0,127.8,2.0,2,0.25,HJ 2313 EC,0.3,10,18
966,175,65,140,48,285.0,290.0,38.0,5300.0,6000,3.35, NJ 2313 ECP,ML;  PH,65,90.5,117.4,82.5,2.1,2.1,4.7,77.0,80,93.0,127.8,2.0,-,0.25,HJ 2313 EC,0.3,10,18
967,176,65,140,48,285.0,290.0,38.0,5300.0,6000,3.45, NUP 2313 ECP,ML;  PH,65,90.5,117.4,82.5,2.1,2.1,-,77.0,-,93.0,127.8,2.0,-,0.25,-,-,-,-
968,177,65,160,37,183.0,190.0,24.0,4800.0,5600,3.55, NU 413,-,65,-,126.85,89.3,2.1,2.1,2.6,78.0,86,91.0,146.0,2.0,2,0.15,HJ 413,0.42,11,18
969,178,65,160,37,183.0,190.0,24.0,4800.0,5600,3.65, NJ 413,-,65,98.5,126.85,89.3,2.1,2.1,2.6,78.0,86,101.0,146.0,2.0,-,0.15,HJ 413,0.42,11,18
970,179,70,110,20,56.1,67.0,8.0,7000.0,11000,0.7, NU 1014 ML, -,70,-,95.7,80.0,1.1,1.0,3,74.6,78,82.0,104.0,1.0,1,0.15,-,-,-,-
971,180,70,110,20,76.5,93.0,12.0,7000.0,7000,0.61, NU 1014 ECP,-,70,-,97.55,79.5,1.1,1.0,1.3,74.6,78,82.0,104.0,1.0,1,0.1,HJ 1014 EC,0.082,5,10
972,181,70,125,24,137.0,137.0,18.0,6000.0,6300,1.1, N 214 ECP,M,70,89.4,-,113.5,1.5,1.5,1.2,79.0,111,116.0,117.0,1.5,1.5,0.12,-,-,-,-
973,182,70,125,24,137.0,137.0,18.0,6000.0,6300,1.15, NU 214 ECP,J; M;  ML;  PH,70,-,108.3,83.5,1.5,1.5,1.2,79.0,81,86.0,115.4,1.5,1.5,0.15,HJ 214 EC,0.15,7,11
974,183,70,125,24,137.0,137.0,18.0,6000.0,6300,1.2, NJ 214 ECP,J; M;  ML;  PH,70,89.4,108.3,83.5,1.5,1.5,1.2,79.0,81,92.0,115.4,1.5,-,0.15,HJ 214 EC,0.15,7,11
975,184,70,125,24,137.0,137.0,18.0,6000.0,6300,1.2, NUP 214 ECP,J; M;  ML;  PH,70,89.4,108.3,83.5,1.5,1.5,-,79.0,-,92.0,115.4,1.5,-,0.15,-,-,-,-
976,185,70,125,31,180.0,193.0,25.5,6000.0,6300,1.5, NJ 2214 ECP,J; M;  ML;  PH,70,89.4,108.2,83.5,1.5,1.5,1.7,79.0,81,92.0,115.4,1.5,-,0.2,HJ 2214 EC,0.15,7,11.5
977,186,70,125,31,180.0,193.0,25.5,6000.0,6300,1.5, NU 2214 ECP,J; M;  ML;  PH,70,-,108.2,83.5,1.5,1.5,1.7,79.0,81,86.0,115.4,1.5,1.5,0.2,HJ 2214 EC,0.15,7,11.5
978,187,70,125,31,180.0,193.0,25.5,6000.0,6300,1.55, NUP 2214 ECP,J; M;  ML;  PH,70,89.4,108.2,83.5,1.5,1.5,-,79.0,-,92.0,115.4,1.5,-,0.2,-,-,-,-
979,188,70,150,35,236.0,228.0,29.0,4800.0,5600,2.65, N 314 ECP,M,70,97.3,-,133.0,2.1,2.1,1.8,82.0,130,136.0,138.0,2.0,2,0.12,-,-,-,-
980,189,70,150,35,236.0,228.0,29.0,4800.0,5600,2.7, NU 314 ECP,J; M;  ML;  PH,70,-,125.6,89.0,2.1,2.1,1.8,82.0,86,92.0,137.5,2.0,2,0.15,HJ 314 EC,0.32,10,15.5
981,190,70,150,35,236.0,228.0,29.0,4800.0,5600,2.75, NJ 314 ECP,J; M;  ML;  PH,70,97.3,125.6,89.0,2.1,2.1,1.8,82.0,86,100.0,137.5,2.0,-,0.15,HJ 314 EC,0.32,10,15.5
982,191,70,150,35,236.0,228.0,29.0,4800.0,5600,2.85, NUP 314 ECP,J; M;  ML;  PH,70,97.3,125.6,89.0,2.1,2.1,-,82.0,-,100.0,137.5,2.0,-,0.15,-,-,-,-
983,192,70,150,51,315.0,325.0,41.5,4800.0,5600,3.95, NU 2314 ECP,ML;  PH,70,-,125.6,89.0,2.1,2.1,4.8,82.0,86,92.0,137.5,2.0,2,0.25,HJ 2314 EC,0.35,10,18.5
984,193,70,150,51,315.0,325.0,41.5,4800.0,5600,4.0, NJ 2314 ECP,ML;  PH,70,97.3,125.6,89.0,2.1,2.1,4.8,82.0,86,100.0,137.5,2.0,-,0.25,HJ 2314 EC,0.35,10,18.5
985,194,70,150,51,315.0,325.0,41.5,4800.0,5600,4.15, NUP 2314 ECP,ML;  PH,70,97.3,125.6,89.0,2.1,2.1,-,82.0,-,100.0,137.5,2.0,-,0.25,-,-,-,-
986,195,70,180,42,229.0,240.0,30.0,4300.0,5000,5.25, NU 414,MA,70,-,141,100.0,3.0,3.0,3.5,87.0,97,102.0,164.0,2.5,2.5,0.15,HJ 414,0.61,12,20
987,196,70,180,42,229.0,240.0,30.0,4300.0,5000,5.45, NJ 414,MA,70,110,141,100.0,3.0,3.0,3.5,87.0,97,113.0,164.0,2.5,-,0.15,HJ 414,0.61,12,20
988,197,75,115,20,58.3,71.0,8.5,6700.0,10000,0.75, NU 1015 ML, M,75,-,100.4,85.0,1.1,1.0,3,80.0,83,87.0,109.0,1.0,1,0.15,-,-,-,-
989,198,75,130,25,150.0,156.0,20.4,5600.0,6000,1.2, N 215 ECP,-,75,94.3,-,118.5,1.5,1.5,1.2,84.0,116,121.0,122.0,1.5,1.5,0.12,-,-,-,-
990,199,75,130,25,150.0,156.0,20.4,5600.0,6000,1.25, NU 215 ECP,J; M;  ML;  PH,75,-,113.3,88.5,1.5,1.5,1.2,84.0,86,91.0,121.5,1.5,1.5,0.15,HJ 215 EC,0.16,7,11
991,200,75,130,25,150.0,156.0,20.4,5600.0,6000,1.3, NJ 215 ECP,J; M;  ML;  PH,75,94.3,113.3,88.5,1.5,1.5,1.2,84.0,86,97.0,121.5,1.5,-,0.15,HJ 215 EC,0.16,7,11
992,201,75,130,25,150.0,156.0,20.4,5600.0,6000,1.3, NUP 215 ECP,J; M;  ML;  PH,75,94.3,113.3,88.5,1.5,1.5,-,84.0,-,97.0,121.5,1.5,-,0.15,-,-,-,-
993,202,75,130,31,186.0,208.0,27.0,5600.0,6000,1.6, NJ 2215 ECP,J; ML;  PH,75,94.3,113.2,88.5,1.5,1.5,1.7,84.0,86,97.0,121.5,1.5,-,0.2,-,-,-,-
994,203,75,130,31,186.0,208.0,27.0,5600.0,6000,1.6, NU 2215 ECP,J; ML;  PH,75,-,113.2,88.5,1.5,1.5,1.7,84.0,86,91.0,121.5,1.5,1.5,0.2,-,-,-,-
995,204,75,130,31,186.0,208.0,27.0,5600.0,6000,1.6, NUP 2215 ECP,J; ML;  PH,75,94.3,113.2,88.5,1.5,1.5,-,84.0,-,97.0,121.5,1.5,-,0.2,-,-,-,-
996,205,75,160,37,280.0,265.0,33.5,4500.0,5300,3.3, N 315 ECP,M,75,104,-,143.0,2.1,2.1,1.8,87.0,140,146.0,148.0,2.0,2,0.12,-,-,-,-
997,206,75,160,37,280.0,265.0,33.5,4500.0,5300,3.3, NU 315 ECP,J; M;  ML;  PH,75,-,135,95.0,2.1,2.1,1.8,87.0,92,97.0,148.0,2.0,2,0.15,HJ 315 EC,0.39,11,16.5
998,207,75,160,37,280.0,265.0,33.5,4500.0,5300,3.35, NJ 315 ECP,J; M;  ML;  PH,75,104,135,95.0,2.1,2.1,1.8,87.0,92,107.0,148.0,2.0,-,0.15,HJ 315 EC,0.39,11,16.5
999,208,75,160,37,280.0,265.0,33.5,4500.0,5300,3.45, NUP 315 ECP,J; M;  ML;  PH,75,104,135,95.0,2.1,2.1,-,87.0,-,107.0,148.0,2.0,-,0.15,-,-,-,-
1000,209,75,160,55,380.0,400.0,50.0,4500.0,5300,4.8, NU 2315 ECP,J; ML,75,-,135,95.0,2.1,2.1,4.8,87.0,92,97.0,148.0,2.0,2,0.25,HJ 2315 EC,0.42,11,19.5
1001,210,75,160,55,380.0,400.0,50.0,4500.0,5300,5.0, NJ 2315 ECP,J; ML,75,104,135,95.0,2.1,2.1,4.8,87.0,92,107.0,148.0,2.0,-,0.25,HJ 2315 EC,0.42,11,19.5
1002,211,75,160,55,380.0,400.0,50.0,4500.0,5300,5.1, NUP 2315 ECP,J; ML,75,104,135,95.0,2.1,2.1,-,87.0,-,107.0,148.0,2.0,-,0.25,-,-,-,-
1003,212,75,190,45,264.0,280.0,34.0,4000.0,4800,6.2,NU 415,-,75,-,149.1,104.5,3.0,3.0,3.8,91.0,101,107.0,174.0,2.5,2.5,0.15,HJ 415,0.71,13,21.5
1004,213,75,190,45,264.0,280.0,34.0,4000.0,4800,6.4,NJ 415,-,75,116,149.1,104.5,3.0,3.0,3.8,91.0,101,119.0,174.0,2.5,-,0.15,HJ 415,0.71,13,21.5
1005,214,80,125,22,64.4,78.0,9.8,6300.0,6300,0.88, NU 1016,-,80,-,108.55,91.5,1.1,1.0,3.3,86.0,90,94.0,119.0,1.0,1,0.1,-,-,-,-
1006,215,80,125,22,99.0,127.0,16.3,6000.0,9500,1.05,NJ 1016 ECML, M,80,96.2,111.6,91.5,1.1,1.0,1.5,86.0,90,99.0,119.0,1.0,-,0.15,-,-,-,-
1007,216,80,140,26,160.0,166.0,21.2,5300.0,5600,1.55, N 216 ECP,-,80,101,-,127.3,2.0,2.0,1.4,90.0,125,130.0,131.0,2.0,2,0.12,-,-,-,-
1008,217,80,140,26,160.0,166.0,21.2,5300.0,5600,1.55, NJ 216 ECP,J; M;  ML;  PH,80,101,121.7,95.3,2.0,2.0,1.4,90.0,93,104.0,129.8,2.0,-,0.15,HJ 216 EC,0.21,8,12.5
1009,218,80,140,26,160.0,166.0,21.2,5300.0,5600,1.55, NU 216 ECP,J; M;  ML;  PH,80,-,121.7,95.3,2.0,2.0,1.4,90.0,93,98.0,129.8,2.0,2,0.15,HJ 216 EC,0.21,8,12.5
1010,219,80,140,26,160.0,166.0,21.2,5300.0,5600,1.55, NUP 216 ECP,J; M;  ML;  PH,80,101,121.7,95.3,2.0,2.0,-,90.0,-,104.0,129.8,2.0,-,0.15,-,-,-,-
1011,220,80,140,33,212.0,245.0,31.0,5300.0,5600,1.95, NU 2216 ECP,J; M;  ML;  PH,80,-,121.7,95.3,2.0,2.0,1.4,90.0,93,98.0,129.8,2.0,2,0.2,HJ 216 EC,0.21,8,12.5
1012,221,80,140,33,212.0,245.0,31.0,5300.0,5600,2.0, NUP 2216 ECP,J; M;  ML;  PH,80,101,121.7,95.3,2.0,2.0,-,90.0,-,104.0,129.8,2.0,-,0.2,-,-,-,-
1013,222,80,140,33,212.0,245.0,31.0,5300.0,5600,2.05, NJ 2216 ECP,J; M;  ML;  PH,80,101,121.7,95.3,2.0,2.0,1.4,90.0,93,104.0,129.8,2.0,-,0.2,HJ 216 EC,0.21,8,12.5
1014,223,80,170,39,300.0,290.0,36.0,4300.0,5000,3.85, NU 316 ECP,J; M;  ML;  PH,80,-,142.7,101.0,2.1,2.1,2.1,92.0,98,104.0,157.8,2.0,2,0.15,HJ 316 EC,0.44,11,17
1015,224,80,170,39,300.0,290.0,36.0,4300.0,5000,3.9, N 316 ECP,M,80,110,-,151.0,2.1,2.1,2.1,92.0,148,154.0,157.0,2.0,2,0.12,-,-,-,-
1016,225,80,170,39,300.0,290.0,36.0,4300.0,5000,4.0, NJ 316 ECP,J; M;  ML;  PH,80,110,142.7,101.0,2.1,2.1,2.1,92.0,98,113.0,157.8,2.0,-,0.15,HJ 316 EC,0.44,11,17
1017,226,80,170,39,300.0,290.0,36.0,4300.0,5000,4.1, NUP 316 ECP,J; M;  ML;  PH,80,110,142.7,101.0,2.1,2.1,-,92.0,-,113.0,157.8,2.0,-,0.15,-,-,-,-
1018,227,80,170,58,415.0,440.0,55.0,4300.0,5000,5.75, NU 2316 ECP,M;  ML,80,-,142.7,101.0,2.1,2.1,5.1,92.0,98,104.0,157.8,2.0,2,0.25,HJ 2316 EC,0.48,11,20
1019,228,80,170,58,415.0,440.0,55.0,4300.0,5000,5.95, NJ 2316 ECP,M;  ML,80,110,142.7,101.0,2.1,2.1,5.1,92.0,98,113.0,157.8,2.0,-,0.25,HJ 2316 EC,0.48,11,20
1020,229,80,170,58,415.0,440.0,55.0,4300.0,5000,6.0,NUP 2316 ECP,M;  ML,80,110,142.7,101.0,2.1,2.1,-,92.0,-,113.0,157.8,2.0,-,0.25,-,-,-,-
1021,230,80,200,48,303.0,320.0,39.0,3800.0,4500,7.25, NU 416,-,80,-,158.1,110.0,3.0,3.0,3.7,96.0,107,112.0,184.0,2.5,2.5,0.15,HJ 416,0.8,13,22
1022,231,80,200,48,303.0,320.0,39.0,3800.0,4500,7.55,NJ 416,-,80,122,158.1,110.0,3.0,3.0,3.7,96.0,107,125.0,184.0,2.5,-,0.15,HJ 416,0.8,13,22
1023,232,85,130,22,68.2,86.5,10.8,6000.0,9000,1.05, NU 1017 ML, -,85,-,114,96.5,1.1,1.0,3.3,91.0,94,99.0,123.0,1.0,1,0.15,-,-,-,-
1024,233,85,130,22,68.2,86.5,10.8,6000.0,9000,1.1,NJ 1017 ML, -,85,101,114,96.5,1.1,1.0,3.3,91.0,94,104.0,123.0,1.0,-,0.15,-,-,-,-
1025,234,85,130,22,68.2,86.5,10.8,6000.0,9000,1.1,NUP 1017 ML, -,85,101,114,96.5,1.1,1.0,-,91.0,-,104.0,123.0,1.0,-,0.15,-,-,-,-
1026,235,85,150,28,190.0,200.0,25.0,4800.0,5300,1.9, N 217 ECP,M,85,107,-,136.5,2.0,2.0,1.5,96.0,134,139.0,140.0,2.0,2,0.12,-,-,-,-
1027,236,85,150,28,190.0,200.0,25.0,4800.0,5300,1.9, NJ 217 ECP,J; M;  ML,85,107,130.3,100.5,2.0,2.0,1.5,96.0,98,110.0,138.5,2.0,-,0.15,HJ 217 EC,0.24,8,12.5
1028,237,85,150,28,190.0,200.0,25.0,4800.0,5300,1.9, NU 217 ECP,J; M;  ML,85,-,130.3,100.5,2.0,2.0,1.5,96.0,98,103.0,138.5,2.0,2,0.15,HJ 217 EC,0.24,8,12.5
1029,238,85,150,28,190.0,200.0,25.0,4800.0,5300,1.9, NUP 217 ECP,J; M;  ML,85,107,130.3,100.5,2.0,2.0,-,96.0,-,110.0,138.5,2.0,-,0.15,-,-,-,-
1030,239,85,150,36,250.0,280.0,34.5,4800.0,5300,2.5, NU 2217 ECP,J; M;  ML;  PH,85,-,130.3,100.5,2.0,2.0,2,96.0,98,103.0,138.5,2.0,2,0.2,-,-,-,-
1031,240,85,150,36,250.0,280.0,34.5,4800.0,5300,2.55, NJ 2217 ECP,J; M;  ML;  PH,85,107,130.3,100.5,2.0,2.0,2,96.0,98,110.0,138.5,2.0,-,0.2,-,-,-,-
1032,241,85,150,36,250.0,280.0,34.5,4800.0,5300,2.6, NUP 2217 ECP,J; M;  ML;  PH,85,107,130.3,100.5,2.0,2.0,-,96.0,-,110.0,138.5,2.0,-,0.2,-,-,-,-
1033,242,85,180,41,340.0,335.0,41.5,4000.0,4800,4.55, N 317 ECP,M,85,117,-,160.0,3.0,3.0,2.3,99.0,157,163.0,166.0,2.5,2.5,0.12,-,-,-,-
1034,243,85,180,41,340.0,335.0,41.5,4000.0,4800,4.65, NU 317 ECP,J; M;  ML;  PH,85,-,151.4,108.0,3.0,3.0,2.3,99.0,105,111.0,165.5,2.5,2.5,0.15,HJ 317 EC,0.55,12,18.5
1035,244,85,180,41,340.0,335.0,41.5,4000.0,4800,4.8, NJ 317 ECP,J; M;  ML;  PH,85,117,151.4,108.0,3.0,3.0,2.3,99.0,105,120.0,165.5,2.5,-,0.15,HJ 317 EC,0.55,12,18.5
1036,245,85,180,41,340.0,335.0,41.5,4000.0,4800,4.9, NUP 317 ECP,J; M;  ML;  PH,85,117,151.4,108.0,3.0,3.0,-,99.0,-,120.0,165.5,2.5,-,0.15,-,-,-,-
1037,246,85,180,60,455.0,490.0,60.0,4000.0,4800,6.85, NU 2317 ECP,J; M;  ML,85,-,151.4,108.0,3.0,3.0,5.8,99.0,105,111.0,165.5,2.5,2.5,0.25,HJ 2317 EC,0.59,12,22
1038,247,85,180,60,455.0,490.0,60.0,4000.0,4800,7.0, NJ 2317 ECP,J; M;  ML,85,117,151.4,108.0,3.0,3.0,5.8,99.0,105,120.0,165.5,2.5,-,0.25,HJ 2317 EC,0.59,12,22
